--------- beginning of /dev/log/system
05-19 17:11:35.445 W/ActivityManager(  374): Scheduling restart of crashed service com.google.android.apps.maps/com.google.android.location.internal.server.GoogleLocationService in 5000ms
05-19 17:17:34.070 E/ActivityManager(  374):   0.3% 1661/com.qihoo360.mobilesafe:GuardService: 0.1% user + 0.2% kernel / faults: 35 minor
05-19 17:17:34.070 E/ActivityManager(  374):   0.3% 10683/com.dragon.android.pandaspace: 0.3% user + 0% kernel / faults: 100 minor
05-19 17:17:34.070 E/ActivityManager(  374):   0.2% 124/surfaceflinger: 0.1% user + 0.1% kernel
05-19 17:17:34.070 E/ActivityManager(  374):   0% 576/com.android.launcher: 0% user + 0% kernel / faults: 58 minor
05-19 17:17:34.070 E/ActivityManager(  374):   0.2% 10758/com.qihoo.appstore: 0.2% user + 0% kernel / faults: 33 minor
05-19 17:17:34.070 E/ActivityManager(  374):   0.1% 92/dhd_dpc: 0% user + 0.1% kernel
05-19 17:17:34.070 E/ActivityManager(  374):   0.1% 135/adbd: 0% user + 0.1% kernel
05-19 17:17:34.070 E/ActivityManager(  374):   0% 442/wpa_supplicant: 0% user + 0% kernel
05-19 17:17:34.070 E/ActivityManager(  374):   0.1% 1468/com.qihoo.daemon: 0.1% user + 0% kernel / faults: 75 minor
05-19 17:17:34.070 E/ActivityManager(  374):   0% 10785/com.tencent.android.qqdownloader: 0% user + 0% kernel / faults: 26 minor
05-19 17:17:34.070 E/ActivityManager(  374):   0.1% 13709/com.google.android.apps.maps:GoogleLocationService: 0.1% user + 0% kernel / faults: 19 minor
05-19 17:17:34.070 E/ActivityManager(  374):   0.1% 13915/logcat: 0.1% user + 0% kernel
05-19 17:17:34.070 E/ActivityManager(  374): 99% TOTAL: 97% user + 2.8% kernel
05-19 17:17:34.070 E/ActivityManager(  374): CPU usage from 4384ms to 4949ms later:
05-19 17:17:34.070 E/ActivityManager(  374):   96% 12519/com.pekall.emdm.launcher: 96% user + 0% kernel
05-19 17:17:34.070 E/ActivityManager(  374):     96% 12532/Thread-642: 96% user + 0% kernel
05-19 17:17:34.070 E/ActivityManager(  374):   92% 13984/com.pekall.emdm.launcher:remote: 92% user + 0% kernel
05-19 17:17:34.070 E/ActivityManager(  374):     91% 13997/Thread-711: 91% user + 0% kernel
05-19 17:17:34.070 E/ActivityManager(  374):   5.2% 374/system_server: 0% user + 5.2% kernel
05-19 17:17:34.070 E/ActivityManager(  374):     5.2% 390/ActivityManager: 0% user + 5.2% kernel
05-19 17:17:34.070 E/ActivityManager(  374):     1.7% 3449/Binder_F: 1.7% user + 0% kernel
05-19 17:17:34.070 E/ActivityManager(  374):   3.5% 8665/com.google.android.email: 1.7% user + 1.7% kernel / faults: 24 minor
05-19 17:17:34.070 E/ActivityManager(  374):     1.7% 8679/Thread-391: 1.7% user + 0% kernel
05-19 17:17:34.070 E/ActivityManager(  374):     1.7% 8695/AsyncTask #5: 1.7% user + 0% kernel
05-19 17:17:34.070 E/ActivityManager(  374):   0.8% 92/dhd_dpc: 0% user + 0.8% kernel
05-19 17:17:34.070 E/ActivityManager(  374): 100% TOTAL: 95% user + 4.4% kernel
05-19 17:17:34.078 W/ActivityManager(  374): Killing ProcessRecord{4261cbf0 13984:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-19 17:17:34.524 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info back home RECENT* clock SEARCH* >
05-19 17:17:34.547 I/ActivityManager(  374): Process com.pekall.emdm.launcher:remote (pid 13984) has died.
05-19 17:17:34.547 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 5000ms
05-19 17:17:34.649 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* SEARCH >
05-19 17:17:39.563 I/ActivityManager(  374): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=14022 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-19 17:17:39.883 D/ActivityThread(14022): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-19 17:17:40.047 D/ActivityThread(14022): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-19 17:17:44.945 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-19 17:17:59.609 W/ActivityManager(  374): Timeout executing service: ServiceRecord{428c3d68 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-19 17:18:05.680 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:18:05.727 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:18:05.781 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:18:05.781 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:18:06.094 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:18:06.149 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:18:06.149 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:18:06.180 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:18:06.180 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:18:06.203 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:18:06.227 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:18:06.250 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:18:06.250 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:18:06.297 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:18:07.000 E/ActivityManager(  374): ANR in com.pekall.emdm.launcher:remote
05-19 17:18:07.000 E/ActivityManager(  374): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-19 17:18:07.000 E/ActivityManager(  374): Load: 2.9 / 2.11 / 2.12
05-19 17:18:07.000 E/ActivityManager(  374): CPU usage from 849ms to -7348ms ago:
05-19 17:18:07.000 E/ActivityManager(  374):   88% 12519/com.pekall.emdm.launcher: 88% user + 0.6% kernel / faults: 244 minor
05-19 17:18:07.000 E/ActivityManager(  374):   86% 14022/com.pekall.emdm.launcher:remote: 85% user + 0.7% kernel / faults: 111 minor
05-19 17:18:07.000 E/ActivityManager(  374):   20% 374/system_server: 15% user + 4% kernel / faults: 487 minor
05-19 17:18:07.000 E/ActivityManager(  374):   1.9% 448/com.android.systemui: 1.4% user + 0.4% kernel / faults: 22 minor
05-19 17:18:07.000 E/ActivityManager(  374):   1.3% 1468/com.qihoo.daemon: 0.9% user + 0.3% kernel / faults: 293 minor
05-19 17:18:07.000 E/ActivityManager(  374):   0.4% 561/com.android.phone: 0.3% user + 0.1% kernel / faults: 24 minor
05-19 17:18:07.000 E/ActivityManager(  374):   0% 568/com.android.nfc: 0% user + 0% kernel / faults: 27 minor
05-19 17:18:07.000 E/ActivityManager(  374):   0.2% 135/adbd: 0.1% user + 0.1% kernel
05-19 17:18:07.000 E/ActivityManager(  374):   0.1% 8665/com.google.android.email: 0.1% user + 0% kernel
05-19 17:18:07.000 E/ActivityManager(  374):   0.1% 12739/kworker/0:1: 0% user + 0.1% kernel
05-19 17:18:07.000 E/ActivityManager(  374): 100% TOTAL: 96% user + 3.5% kernel + 0% softirq
05-19 17:18:07.000 E/ActivityManager(  374): CPU usage from 6319ms to 6868ms later with 99% awake:
05-19 17:18:07.000 E/ActivityManager(  374):   92% 12519/com.pekall.emdm.launcher: 92% user + 0% kernel
05-19 17:18:07.000 E/ActivityManager(  374):     92% 12532/Thread-642: 92% user + 0% kernel
05-19 17:18:07.000 E/ActivityManager(  374):   89% 14022/com.pekall.emdm.launcher:remote: 89% user + 0% kernel
05-19 17:18:07.000 E/ActivityManager(  374):     89% 14035/Thread-714: 89% user + 0% kernel
05-19 17:18:07.000 E/ActivityManager(  374):   9.2% 374/system_server: 3.7% user + 5.5% kernel / faults: 9 minor
05-19 17:18:07.000 E/ActivityManager(  374):     7.4% 390/ActivityManager: 3.7% user + 3.7% kernel
05-19 17:18:07.000 E/ActivityManager(  374):     1.8% 382/FinalizerDaemon: 1.8% user + 0% kernel
05-19 17:18:07.000 E/ActivityManager(  374):   2.3% 1468/com.qihoo.daemon: 2.3% user + 0% kernel / faults: 97 minor
05-19 17:18:07.000 E/ActivityManager(  374):     2.3% 1471/GC: 2.3% user + 0% kernel
05-19 17:18:07.000 E/ActivityManager(  374):     1.1% 6839/pool-15-thread-: 0% user + 1.1% kernel
05-19 17:18:07.000 E/ActivityManager(  374): 100% TOTAL: 96% user + 3.6% kernel
05-19 17:18:07.000 W/ActivityManager(  374): Killing ProcessRecord{426eee98 14022:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-19 17:18:07.281 I/ActivityManager(  374): Process com.pekall.emdm.launcher:remote (pid 14022) has died.
05-19 17:18:07.281 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 20000ms
05-19 17:18:07.781 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:18:07.781 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:18:07.789 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:18:07.789 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:18:07.797 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:18:07.797 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:18:07.797 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:18:07.797 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:18:07.797 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:18:07.797 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:18:07.797 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:18:07.797 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:18:07.797 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:18:07.805 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:18:27.313 I/ActivityManager(  374): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=14059 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-19 17:18:27.680 D/ActivityThread(14059): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-19 17:18:27.703 D/ActivityThread(14059): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-19 17:18:30.516 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-19 17:18:47.328 W/ActivityManager(  374): Timeout executing service: ServiceRecord{428c3d68 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-19 17:18:55.609 E/ActivityManager(  374): ANR in com.pekall.emdm.launcher:remote
05-19 17:18:55.609 E/ActivityManager(  374): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-19 17:18:55.609 E/ActivityManager(  374): Load: 3.01 / 2.21 / 2.16
05-19 17:18:55.609 E/ActivityManager(  374): CPU usage from 4046ms to -8237ms ago with 99% awake:
05-19 17:18:55.609 E/ActivityManager(  374):   94% 12519/com.pekall.emdm.launcher: 94% user + 0% kernel / faults: 3 minor
05-19 17:18:55.609 E/ActivityManager(  374):   89% 14059/com.pekall.emdm.launcher:remote: 89% user + 0.2% kernel / faults: 121 minor
05-19 17:18:55.609 E/ActivityManager(  374):   13% 374/system_server: 10% user + 2.5% kernel / faults: 496 minor
05-19 17:18:55.609 E/ActivityManager(  374):   0.4% 448/com.android.systemui: 0.3% user + 0% kernel / faults: 22 minor
05-19 17:18:55.609 E/ActivityManager(  374):   0.4% 13709/com.google.android.apps.maps:GoogleLocationService: 0.3% user + 0% kernel / faults: 40 minor
05-19 17:18:55.609 E/ActivityManager(  374):   0.1% 561/com.android.phone: 0.1% user + 0% kernel / faults: 24 minor
05-19 17:18:55.609 E/ActivityManager(  374):   0% 568/com.android.nfc: 0% user + 0% kernel / faults: 27 minor
05-19 17:18:55.609 E/ActivityManager(  374):   0% 135/adbd: 0% user + 0% kernel
05-19 17:18:55.609 E/ActivityManager(  374):   0.1% 10758/com.qihoo.appstore: 0.1% user + 0% kernel
05-19 17:18:55.609 E/ActivityManager(  374):   0.1% 12819/com.nd.assistance.ServerService: 0% user + 0.1% kernel / faults: 18 minor
05-19 17:18:55.609 E/ActivityManager(  374):   0% 10800/com.tencent.android.qqdownloader:connect: 0% user + 0% kernel / faults: 33 minor
05-19 17:18:55.609 E/ActivityManager(  374):   0% 11837/android.process.media: 0% user + 0% kernel
05-19 17:18:55.609 E/ActivityManager(  374): 100% TOTAL: 98% user + 1.7% kernel
05-19 17:18:55.609 E/ActivityManager(  374): CPU usage from 7437ms to 7977ms later:
05-19 17:18:55.609 E/ActivityManager(  374):   101% 14059/com.pekall.emdm.launcher:remote: 101% user + 0% kernel
05-19 17:18:55.609 E/ActivityManager(  374):     105% 14073/Thread-718: 105% user + 0% kernel
05-19 17:18:55.609 E/ActivityManager(  374):   94% 12519/com.pekall.emdm.launcher: 94% user + 0% kernel
05-19 17:18:55.609 E/ActivityManager(  374):     94% 12532/Thread-642: 94% user + 0% kernel
05-19 17:18:55.609 E/ActivityManager(  374):   9.2% 374/system_server: 5.5% user + 3.7% kernel
05-19 17:18:55.609 E/ActivityManager(  374):     5.5% 390/ActivityManager: 3.7% user + 1.8% kernel
05-19 17:18:55.609 E/ActivityManager(  374): 100% TOTAL: 97% user + 2.7% kernel
05-19 17:18:55.617 W/ActivityManager(  374): Killing ProcessRecord{422daf30 14059:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-19 17:18:55.750 I/ActivityManager(  374): Process com.pekall.emdm.launcher:remote (pid 14059) has died.
05-19 17:18:55.750 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 80000ms
05-19 17:18:57.109 I/ActivityManager(  374): No longer want com.qihoo360.mobilesafe:remote (pid 12107): empty for 1801s
05-19 17:18:57.109 I/ActivityManager(  374): No longer want com.android.defcontainer (pid 12034): empty for 1803s
05-19 17:19:05.422 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:19:05.422 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:19:05.422 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:19:05.430 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:19:05.430 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:19:05.430 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:19:05.430 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:19:05.438 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:19:05.445 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:19:05.445 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:19:05.445 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:19:05.445 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:19:05.445 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:19:05.445 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:19:05.602 I/ActivityManager(  374): No longer want com.android.settings (pid 11998): empty for 1802s
05-19 17:19:05.774 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:19:05.781 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:19:05.781 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:19:05.781 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:19:05.781 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:19:05.781 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:19:05.789 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:19:05.789 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:19:05.789 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:19:05.789 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:19:05.789 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:19:05.789 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:19:05.789 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:19:05.797 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:20:05.547 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:20:05.547 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:20:05.547 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
