--------- beginning of /dev/log/system 
05-22 10:17:34.189 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothInputDevice.<init>:240 android.bluetooth.BluetoothAdapter.getProfileProxy:1168 com.android.settings.bluetooth.LocalBluetoothAdapter.getProfileProxy:94  
05-22 10:17:34.197 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPan.<init>:141 android.bluetooth.BluetoothAdapter.getProfileProxy:1171 com.android.settings.bluetooth.PanProfile.<init>:73  
05-22 10:17:34.205 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPbap.<init>:161 com.android.settings.bluetooth.PbapServerProfile.<init>:68 com.android.settings.bluetooth.LocalBluetoothProfileManager.<init>:124  
05-22 10:17:34.353 D/WifiService(  374): setWifiEnabled: true pid=12685, uid=1000 
05-22 10:47:23.439 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-22 10:47:27.244 I/PowerManagerService(  374): Waking up from sleep...
05-22 10:47:27.283 I/WindowManager(  374): Lock screen displayed!
05-22 10:47:36.135 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:47:36.221 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:47:36.221 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:47:36.385 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:47:36.385 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:47:36.385 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:47:37.064 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:47:37.096 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:47:37.111 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:47:37.127 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:47:37.127 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:47:37.135 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:47:37.142 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:47:37.150 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:47:37.189 W/ActivityManager(  374): Timeout executing service: ServiceRecord{4301b240 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-22 10:47:44.799 E/ActivityManager(  374): ANR in com.pekall.emdm.launcher:remote
05-22 10:47:44.799 E/ActivityManager(  374): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-22 10:47:44.799 E/ActivityManager(  374): Load: 3.77 / 2.93 / 2.45
05-22 10:47:44.799 E/ActivityManager(  374): CPU usage from 0ms to 7551ms later:
05-22 10:47:44.799 E/ActivityManager(  374):   76% 14720/com.pekall.emdm.launcher:remote: 76% user + 0.3% kernel / faults: 104 minor
05-22 10:47:44.799 E/ActivityManager(  374):   72% 14465/com.pekall.emdm.launcher: 71% user + 0.9% kernel / faults: 169 minor
05-22 10:47:44.799 E/ActivityManager(  374):   28% 374/system_server: 22% user + 6.2% kernel / faults: 666 minor
05-22 10:47:44.799 E/ActivityManager(  374):   3.4% 448/com.android.systemui: 2.9% user + 0.4% kernel / faults: 34 minor
05-22 10:47:44.799 E/ActivityManager(  374):   2.7% 127/mediaserver: 1.4% user + 1.3% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   1.8% 124/surfaceflinger: 1.3% user + 0.5% kernel / faults: 8 minor
05-22 10:47:44.799 E/ActivityManager(  374):   1.5% 1661/com.qihoo360.mobilesafe:GuardService: 1% user + 0.5% kernel / faults: 120 minor
05-22 10:47:44.799 E/ActivityManager(  374):   1.4% 510/com.android.phasebeam: 0.6% user + 0.7% kernel / faults: 50 minor
05-22 10:47:44.799 E/ActivityManager(  374):   1.1% 1468/com.qihoo.daemon: 0.7% user + 0.3% kernel / faults: 742 minor
05-22 10:47:44.799 E/ActivityManager(  374):   0.9% 13144/kworker/0:0: 0% user + 0.9% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0.4% 561/com.android.phone: 0.2% user + 0.1% kernel / faults: 35 minor
05-22 10:47:44.799 E/ActivityManager(  374):   0.5% 121/netd: 0.2% user + 0.2% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0.5% 11891/kworker/u:4: 0% user + 0.5% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0.5% 13047/kworker/u:0: 0% user + 0.5% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0.3% 117/vold: 0.2% user + 0.1% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0.3% 135/adbd: 0.1% user + 0.2% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0.2% 568/com.android.nfc: 0.2% user + 0% kernel / faults: 28 minor
05-22 10:47:44.799 E/ActivityManager(  374):   0.3% 14662/com.nd.assistance.ServerService: 0.2% user + 0.1% kernel / faults: 862 minor
05-22 10:47:44.799 E/ActivityManager(  374):   0.2% 95/ueventd: 0% user + 0.2% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0% 11622/android.process.media: 0% user + 0% kernel / faults: 15 minor
05-22 10:47:44.799 E/ActivityManager(  374):   0.2% 12874/com.qihoo.appstore: 0.1% user + 0.1% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0.2% 14755/uiautomator: 0.2% user + 0% kernel / faults: 109 minor
05-22 10:47:44.799 E/ActivityManager(  374):   0% 82/mmcqd/0: 0% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0% 114/jbd2/mmcblk0p12: 0% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0.1% 14391/kworker/u:3: 0% user + 0.1% kernel
05-22 10:47:44.799 E/ActivityManager(  374): 100% TOTAL: 92% user + 7.5% kernel
05-22 10:47:44.799 E/ActivityManager(  374): CPU usage from 5987ms to 6631ms later:
05-22 10:47:44.799 E/ActivityManager(  374):   91% 14720/com.pekall.emdm.launcher:remote: 91% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     91% 14733/Thread-4947: 91% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   67% 14465/com.pekall.emdm.launcher: 67% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     65% 14479/Thread-4935: 65% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   20% 374/system_server: 9.3% user + 10% kernel / faults: 5 minor
05-22 10:47:44.799 E/ActivityManager(  374):     14% 390/ActivityManager: 3.1% user + 10% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     1.5% 388/UI: 1.5% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     1.5% 401/UEventObserver: 0% user + 1.5% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   10% 448/com.android.systemui: 10% user + 0% kernel / faults: 12 minor
05-22 10:47:44.799 E/ActivityManager(  374):     3% 453/GC: 3% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     3% 457/Compiler: 3% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     1.5% 454/Signal Catcher: 1.5% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     1.5% 463/Binder_1: 1.5% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     1.5% 606/SystemUI Storag: 1.5% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   6.2% 127/mediaserver: 3.1% user + 3.1% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     4.6% 206/FastMixer: 1.5% user + 3.1% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   1.8% 14662/com.nd.assistance.ServerService: 1.8% user + 0% kernel / faults: 831 minor
05-22 10:47:44.799 E/ActivityManager(  374):   0.6% 121/netd: 0% user + 0.6% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     0.6% 360/netd: 0% user + 0.6% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   1.5% 124/surfaceflinger: 1.5% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     1.5% 151/SurfaceFlinger: 1.5% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     1.5% 170/Binder_1: 1.5% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   1.5% 510/com.android.phasebeam: 0% user + 1.5% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0.6% 561/com.android.phone: 0.6% user + 0% kernel / faults: 4 minor
05-22 10:47:44.799 E/ActivityManager(  374):     0.6% 725/Binder_3: 0.6% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     0.6% 1391/Binder_5: 0.6% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   1.5% 1468/com.qihoo.daemon: 1.5% user + 0% kernel / faults: 32 minor
05-22 10:47:44.799 E/ActivityManager(  374):     1.5% 1468/om.qihoo.daemon: 1.5% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     1.5% 12299/pool-318-thread: 1.5% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   1.5% 1661/com.qihoo360.mobilesafe:GuardService: 1.5% user + 0% kernel
05-22 10:47:44.799 E/ActivityManager(  374):     1.5% 4734/Binder_5: 0% user + 1.5% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0.8% 11622/android.process.media: 0.8% user + 0% kernel / faults: 1 minor
05-22 10:47:44.799 E/ActivityManager(  374):   0.8% 13047/kworker/u:0: 0% user + 0.8% kernel
05-22 10:47:44.799 E/ActivityManager(  374):   0.8% 13144/kworker/0:0: 0% user + 0.8% kernel
05-22 10:47:44.799 E/ActivityManager(  374): 100% TOTAL: 91% user + 8.5% kernel
05-22 10:47:44.806 W/ActivityManager(  374): Killing ProcessRecord{426f9950 14720:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-22 10:47:45.080 I/ActivityManager(  374): Process com.pekall.emdm.launcher:remote (pid 14720) has died.
05-22 10:47:45.080 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 20000ms
05-22 10:47:45.502 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:47:45.502 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:47:45.502 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:47:45.502 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:47:45.502 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:47:45.510 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:47:45.510 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:47:45.510 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:47:45.510 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:47:45.510 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:47:45.510 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:47:45.510 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:47:45.510 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:47:45.510 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:47:51.533 D/PhoneStatusBar(  448): disable: < expand* icons alerts ticker* system_info BACK HOME recent* CLOCK search* >
05-22 10:47:51.580 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info back* home* recent clock* search >
05-22 10:47:52.392 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42840a10 attribute=android.view.inputmethod.EditorInfo@4283b528, token = android.os.BinderProxy@426d93e0
05-22 10:47:52.408 I/ActivityManager(  374): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=14791 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 10:47:52.666 D/ActivityThread(14791): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 10:47:52.681 D/ActivityThread(14791): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 10:47:53.330 I/ActivityManager(  374): START u0 {act=com.pekall.emdm.launcher.action.launcheraction flg=0x10000000 cmp=com.pekall.emdm.launcher/.CustomShirtcutActivity bnds=[293,1070][426,1174] (has extras)} from pid 14465
05-22 10:47:53.924 W/ActivityManager(  374): Activity pause timeout for ActivityRecord{42547938 u0 com.pekall.emdm.launcher/.CustomShirtcutActivity}
05-22 10:47:54.205 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42c8dbb8 attribute=null, token = android.os.BinderProxy@426d93e0
05-22 10:47:55.838 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-22 10:47:56.056 I/ActivityManager(  374): START u0 {flg=0x10000000 cmp=com.pekall.emdm.launcher/com.pekall.emdm.messagecenter.activity.MessageMainActivity} from pid 14465
05-22 10:48:00.947 I/ActivityManager(  374): Process android.process.acore (pid 14324) has died.
05-22 10:48:12.439 W/ActivityManager(  374): Timeout executing service: ServiceRecord{4301b240 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-22 10:48:16.541 E/ActivityManager(  374): ANR in com.pekall.emdm.launcher:remote
05-22 10:48:16.541 E/ActivityManager(  374): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-22 10:48:16.541 E/ActivityManager(  374): Load: 3.28 / 2.89 / 2.45
05-22 10:48:16.541 E/ActivityManager(  374): CPU usage from 6844ms to 0ms ago:
05-22 10:48:16.541 E/ActivityManager(  374):   96% 14465/com.pekall.emdm.launcher: 96% user + 0% kernel
05-22 10:48:16.541 E/ActivityManager(  374):   92% 14791/com.pekall.emdm.launcher:remote: 92% user + 0% kernel
05-22 10:48:16.541 E/ActivityManager(  374):   2% 374/system_server: 0.8% user + 1.1% kernel / faults: 19 minor
05-22 10:48:16.541 E/ActivityManager(  374):   1% 135/adbd: 0% user + 1% kernel / faults: 18 minor
05-22 10:48:16.541 E/ActivityManager(  374):   1% 13144/kworker/0:0: 0% user + 1% kernel
05-22 10:48:16.541 E/ActivityManager(  374):   0.5% 1661/com.qihoo360.mobilesafe:GuardService: 0.4% user + 0.1% kernel / faults: 2 minor
05-22 10:48:16.541 E/ActivityManager(  374):   0.2% 14662/com.nd.assistance.ServerService: 0.1% user + 0.1% kernel / faults: 546 minor 1 major
05-22 10:48:16.541 E/ActivityManager(  374):   0.1% 12874/com.qihoo.appstore: 0.1% user + 0% kernel
05-22 10:48:16.541 E/ActivityManager(  374):   0% 12971/com.google.android.apps.maps:GoogleLocationService: 0% user + 0% kernel / faults: 21 minor
05-22 10:48:16.541 E/ActivityManager(  374):  +0% 14830/logcat: 0% user + 0% kernel
05-22 10:48:16.541 E/ActivityManager(  374): 99% TOTAL: 97% user + 2.4% kernel + 0% softirq
05-22 10:48:16.541 E/ActivityManager(  374): CPU usage from 3342ms to 3867ms later:
05-22 10:48:16.541 E/ActivityManager(  374):   98% 14465/com.pekall.emdm.launcher: 98% user + 0% kernel
05-22 10:48:16.541 E/ActivityManager(  374):     98% 14479/Thread-4935: 98% user + 0% kernel
05-22 10:48:16.541 E/ActivityManager(  374):   94% 14791/com.pekall.emdm.launcher:remote: 94% user + 0% kernel
05-22 10:48:16.541 E/ActivityManager(  374):     96% 14805/Thread-4950: 96% user + 0% kernel
05-22 10:48:16.541 E/ActivityManager(  374):   5.7% 374/system_server: 0% user + 5.7% kernel / faults: 2 minor
05-22 10:48:16.541 E/ActivityManager(  374):     5.7% 390/ActivityManager: 0% user + 5.7% kernel
05-22 10:48:16.541 E/ActivityManager(  374):     1.9% 386/SensorService: 1.9% user + 0% kernel
05-22 10:48:16.541 E/ActivityManager(  374): 100% TOTAL: 97% user + 2.8% kernel
05-22 10:48:16.549 W/ActivityManager(  374): Killing ProcessRecord{425ffd20 14791:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-22 10:48:16.556 I/ActivityManager(  374): Process com.pekall.emdm.launcher:remote (pid 14791) has died.
05-22 10:48:16.556 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 5000ms
05-22 10:48:21.564 I/ActivityManager(  374): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=14833 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 10:48:22.002 D/ActivityThread(14833): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 10:48:22.088 D/ActivityThread(14833): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 10:48:24.228 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-22 10:48:27.306 I/PowerManagerService(  374): Going to sleep due to screen timeout...
05-22 10:48:33.158 D/PhoneStatusBar(  448): disable: < EXPAND* icons alerts TICKER* system_info back home RECENT* clock SEARCH* >
05-22 10:48:33.330 D/PhoneStatusBar(  448): disable: < EXPAND icons alerts TICKER system_info BACK* HOME* RECENT CLOCK* SEARCH >
05-22 10:48:36.025 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:48:36.049 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:48:36.049 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:48:36.088 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:48:36.088 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:48:36.189 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:48:36.189 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:48:36.197 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:48:36.213 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:48:36.213 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:48:36.236 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:48:36.236 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:48:36.236 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:48:36.275 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:48:38.775 W/BroadcastQueue(  374): Timeout of broadcast BroadcastRecord{4308f7a8 u-1 android.intent.action.SCREEN_OFF} - receiver=android.os.BinderProxy@42a32958, started 10000ms ago
05-22 10:48:38.775 W/BroadcastQueue(  374): Receiver during timeout: BroadcastFilter{43005d70 u0 ReceiverList{430070d0 14833 com.pekall.emdm.launcher:remote/10066/u0 remote:42a32958}}
05-22 10:48:38.892 I/ActivityManager(  374): Start proc android.process.acore for content provider com.android.providers.contacts/.ContactsProvider2: pid=14875 uid=10000 gids={50000, 3003, 1015, 1028}
05-22 10:48:44.275 I/PowerManagerService(  374): Waking up from sleep...
05-22 10:48:44.416 I/WindowManager(  374): Lock screen displayed!
05-22 10:48:46.572 E/ActivityManager(  374): ANR in com.pekall.emdm.launcher:remote
