--------- beginning of /dev/log/system 
05-22 10:07:14.838 W/ActivityManager(  374): Killing ProcessRecord{42540e98 12499:com.pekall.emdm.launcher:remote/u0a10066}: background ANR 
05-22 10:39:36.525 I/ActivityManager(  374): START u0 {flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 13146
05-22 10:39:36.533 W/ActivityManager(  374): Duplicate finish request for ActivityRecord{426c3e30 u0 com.pekall.emdm.launcher/.ui.BackPersonalActivity}
05-22 10:39:45.025 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.settings/.Settings} from pid 576
05-22 10:39:45.213 I/ActivityManager(  374): Start proc com.android.settings for activity com.android.settings/.Settings: pid=13966 uid=1000 gids={41000, 1015, 1028, 3002, 3001, 3003, 3007}
05-22 10:39:45.361 W/ContextImpl(13966): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothInputDevice.<init>:240 android.bluetooth.BluetoothAdapter.getProfileProxy:1168 com.android.settings.bluetooth.LocalBluetoothAdapter.getProfileProxy:94 
05-22 10:39:45.361 W/ContextImpl(13966): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPan.<init>:141 android.bluetooth.BluetoothAdapter.getProfileProxy:1171 com.android.settings.bluetooth.PanProfile.<init>:73 
05-22 10:39:45.377 W/ContextImpl(13966): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPbap.<init>:161 com.android.settings.bluetooth.PbapServerProfile.<init>:68 com.android.settings.bluetooth.LocalBluetoothProfileManager.<init>:124 
05-22 10:39:45.517 D/WifiService(  374): setWifiEnabled: true pid=13966, uid=1000
05-22 10:39:48.752 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 13966
05-22 10:39:52.314 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 13966
05-22 10:39:53.494 I/ActivityManager(  374): START u0 {cmp=com.android.settings/.DeviceAdminAdd (has extras)} from pid 13966
05-22 10:39:55.525 I/ActivityManager(  374): START u0 {flg=0x10000000 cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.ActiveDeviceAdminActivity} from pid 13146
05-22 10:39:55.619 W/InputMethodManagerService(  374): Focus gain on non-focused client com.android.internal.view.IInputMethodClient$Stub$Proxy@42c1fdd0 (uid=1000 pid=13966)
05-22 10:39:56.314 I/ActivityManager(  374): START u0 {act=launcher.action.to.personal cmp=com.pekall.emdm.launcher/.ui.BackPersonalActivity} from pid 13146
05-22 10:39:56.494 I/ActivityManager(  374): START u0 {act=android.intent.action.VIEW flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 13146
05-22 10:39:56.736 I/ActivityManager(  374): Start proc com.google.android.email for service com.google.android.email/com.android.email.service.MailService: pid=13994 uid=10016 gids={50016, 3003, 1015, 1028}
05-22 10:40:01.119 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.settings/.Settings} from pid 576
05-22 10:40:02.830 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 13966
05-22 10:40:02.994 W/ContextImpl(13966): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 com.android.settings.applications.ManageApplications.onCreate:861 android.app.Fragment.performCreate:1673 android.app.FragmentManagerImpl.moveToState:854 
05-22 10:40:06.877 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 13966
05-22 10:40:09.697 I/ActivityManager(  374): Force stopping package com.pekall.emdm.launcher appid=10066 user=0
05-22 10:40:09.697 I/ActivityManager(  374): Killing proc 13146:com.pekall.emdm.launcher/u0a10066: force stop com.pekall.emdm.launcher
05-22 10:40:09.705 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.pekall.emdm.contacts.service.PhoneService in 5000ms
05-22 10:40:09.705 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.pekall.emailcommon.accountprovision.AccountProvisionService in 15000ms
05-22 10:40:09.705 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.pekall.emdm.MdmService in 25000ms
05-22 10:40:09.705 I/ActivityManager(  374):   Force finishing activity ActivityRecord{42295ac8 u0 com.pekall.emdm.launcher/.Launcher}
05-22 10:40:09.705 I/ActivityManager(  374):   Force stopping service ServiceRecord{432031d8 u0 com.pekall.emdm.launcher/com.pekall.emdm.contacts.service.PhoneService}
05-22 10:40:09.705 I/ActivityManager(  374):   Force stopping service ServiceRecord{4320f8d0 u0 com.pekall.emdm.launcher/com.pekall.emdm.MdmService}
05-22 10:40:09.705 I/ActivityManager(  374):   Force stopping service ServiceRecord{431f22b0 u0 com.pekall.emdm.launcher/com.pekall.emailcommon.accountprovision.AccountProvisionService}
05-22 10:40:09.767 I/WindowState(  374): WIN DEATH: Window{429d8ea0 u0 com.pekall.emdm.launcher/com.pekall.emdm.launcher.Launcher}
05-22 10:40:10.111 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@429c1fe0 attribute=null, token = android.os.BinderProxy@43028070
05-22 10:40:22.244 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.pekall.emdm.launcher/.Launcher} from pid 576
05-22 10:40:22.416 I/ActivityManager(  374): Start proc com.pekall.emdm.launcher for activity com.pekall.emdm.launcher/.Launcher: pid=14051 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 10:40:23.377 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.SplashActivity} from pid 14051
05-22 10:40:23.877 W/ActivityManager(  374): Activity pause timeout for ActivityRecord{42547938 u0 com.pekall.emdm.launcher/.Launcher}
05-22 10:40:24.658 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-22 10:40:25.299 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-22 10:40:26.517 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.AdvActivity} from pid 14051
05-22 10:40:31.533 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.ActiveDeviceAdminActivity} from pid 14051
05-22 10:40:32.455 I/ActivityManager(  374): START u0 {act=android.app.action.ADD_DEVICE_ADMIN cmp=com.android.settings/.DeviceAdminAdd (has extras)} from pid 14051
05-22 10:40:34.502 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.RegDeviceActivity} from pid 14051
05-22 10:40:34.971 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:40:34.971 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:40:34.971 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:40:34.971 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:40:34.971 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:40:34.971 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:40:34.971 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:40:34.971 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:40:34.971 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:40:34.978 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:40:34.978 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:40:34.986 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:40:34.986 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:40:34.994 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:40:35.330 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:40:35.330 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:40:35.330 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:40:35.330 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:40:35.330 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:40:35.330 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:40:35.330 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:40:35.330 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:40:35.330 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:40:35.338 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:40:35.338 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:40:35.338 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:40:35.338 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:40:35.346 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:41:07.650 I/ActivityManager(  374): START u0 {flg=0x8000 cmp=com.pekall.emdm.launcher/.Launcher} from pid 14051
05-22 10:41:09.330 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-22 10:41:10.760 W/ActivityManager(  374): Unable to start service Intent { act=pekall.intent.action.DOWNLOAD_APP (has extras) } U=0: not found
05-22 10:41:21.338 I/ActivityManager(  374): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=14169 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 10:41:21.681 D/ActivityThread(14169): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 10:41:21.760 D/ActivityThread(14169): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 10:41:24.416 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-22 10:41:25.674 I/PowerManagerService(  374): Going to sleep due to screen timeout...
05-22 10:41:31.525 D/PhoneStatusBar(  448): disable: < EXPAND* icons alerts TICKER* system_info back home RECENT* clock SEARCH* >
05-22 10:41:31.736 D/PhoneStatusBar(  448): disable: < EXPAND icons alerts TICKER system_info BACK* HOME* RECENT CLOCK* SEARCH >
05-22 10:41:35.322 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:41:35.322 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:41:35.353 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:41:35.353 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:41:35.369 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:41:35.385 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:41:35.392 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:41:35.455 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:41:35.572 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:41:35.580 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:41:35.705 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:41:35.877 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:41:35.892 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:41:35.955 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:41:37.197 W/BroadcastQueue(  374): Timeout of broadcast BroadcastRecord{4318e120 u-1 android.intent.action.SCREEN_OFF} - receiver=android.os.BinderProxy@4299a520, started 10000ms ago
05-22 10:41:37.197 W/BroadcastQueue(  374): Receiver during timeout: BroadcastFilter{42982e70 u0 ReceiverList{429856c0 14169 com.pekall.emdm.launcher:remote/10066/u0 remote:4299a520}}
05-22 10:41:43.588 E/ActivityManager(  374): ANR in com.pekall.emdm.launcher:remote
05-22 10:41:43.588 E/ActivityManager(  374): Reason: Broadcast of Intent { act=android.intent.action.SCREEN_OFF flg=0x50000010 }
05-22 10:41:43.588 E/ActivityManager(  374): Load: 3.34 / 2.54 / 2.17
05-22 10:41:43.588 E/ActivityManager(  374): CPU usage from 881ms to -6350ms ago with 99% awake:
05-22 10:41:43.588 E/ActivityManager(  374):   79% 14169/com.pekall.emdm.launcher:remote: 79% user + 0.1% kernel / faults: 120 minor
05-22 10:41:43.588 E/ActivityManager(  374):   78% 14051/com.pekall.emdm.launcher: 77% user + 0.9% kernel / faults: 261 minor
05-22 10:41:43.588 E/ActivityManager(  374):   26% 374/system_server: 21% user + 5.2% kernel / faults: 701 minor
05-22 10:41:43.588 E/ActivityManager(  374):   5.8% 448/com.android.systemui: 5.4% user + 0.4% kernel / faults: 122 minor
05-22 10:41:43.588 E/ActivityManager(  374):   1.5% 1468/com.qihoo.daemon: 0.9% user + 0.5% kernel / faults: 829 minor
05-22 10:41:43.588 E/ActivityManager(  374):   1.5% 1661/com.qihoo360.mobilesafe:GuardService: 0.9% user + 0.5% kernel / faults: 168 minor
05-22 10:41:43.588 E/ActivityManager(  374):   0.6% 561/com.android.phone: 0.5% user + 0.1% kernel / faults: 157 minor
05-22 10:41:43.588 E/ActivityManager(  374):   0.5% 568/com.android.nfc: 0.2% user + 0.2% kernel / faults: 138 minor
05-22 10:41:43.588 E/ActivityManager(  374):   0.5% 12874/com.qihoo.appstore: 0.4% user + 0.1% kernel / faults: 282 minor 3 major
05-22 10:41:43.588 E/ActivityManager(  374):   0.2% 135/adbd: 0% user + 0.2% kernel / faults: 2 minor
05-22 10:41:43.588 E/ActivityManager(  374):   0% 11622/android.process.media: 0% user + 0% kernel / faults: 113 minor
05-22 10:41:43.588 E/ActivityManager(  374):   0.2% 12631/com.nd.assistance.ServerService: 0.2% user + 0% kernel
05-22 10:41:43.588 E/ActivityManager(  374):   0.1% 82/mmcqd/0: 0% user + 0.1% kernel
05-22 10:41:43.588 E/ActivityManager(  374):   0% 11077/com.tencent.android.qqdownloader: 0% user + 0% kernel / faults: 37 minor
05-22 10:41:43.588 E/ActivityManager(  374):   0.1% 13144/kworker/0:0: 0% user + 0.1% kernel
05-22 10:41:43.588 E/ActivityManager(  374): 99% TOTAL: 94% user + 4.2% kernel
05-22 10:41:43.588 E/ActivityManager(  374): CPU usage from 5261ms to 5802ms later:
05-22 10:41:43.588 E/ActivityManager(  374):   96% 14051/com.pekall.emdm.launcher: 96% user + 0% kernel
05-22 10:41:43.588 E/ActivityManager(  374):     94% 14064/Thread-4917: 94% user + 0% kernel
05-22 10:41:43.588 E/ActivityManager(  374):   91% 14169/com.pekall.emdm.launcher:remote: 91% user + 0% kernel
05-22 10:41:43.588 E/ActivityManager(  374):     91% 14183/Thread-4921: 91% user + 0% kernel
05-22 10:41:43.588 E/ActivityManager(  374):   11% 374/system_server: 3.7% user + 7.4% kernel / faults: 4 minor
05-22 10:41:43.588 E/ActivityManager(  374):     9.2% 390/ActivityManager: 1.8% user + 7.4% kernel
05-22 10:41:43.588 E/ActivityManager(  374):     1.8% 382/FinalizerDaemon: 1.8% user + 0% kernel
05-22 10:41:43.588 E/ActivityManager(  374):   1% 1661/com.qihoo360.mobilesafe:GuardService: 1% user + 0% kernel / faults: 6 minor
05-22 10:41:43.588 E/ActivityManager(  374):     1% 3839/Binder_4: 1% user + 0% kernel
05-22 10:41:43.588 E/ActivityManager(  374):   1.2% 12874/com.qihoo.appstore: 1.2% user + 0% kernel
05-22 10:41:43.588 E/ActivityManager(  374): 100% TOTAL: 96% user + 3.6% kernel
05-22 10:41:43.588 W/ActivityManager(  374): Killing ProcessRecord{426a3ed0 14169:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-22 10:41:43.588 W/ActivityManager(  374): Timeout executing service: ServiceRecord{42a3a7c8 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-22 10:41:43.588 I/ActivityManager(  374): Skipping duplicate ANR: ProcessRecord{426a3ed0 14169:com.pekall.emdm.launcher:remote/u0a10066} Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-22 10:41:43.658 I/ActivityManager(  374): Process com.pekall.emdm.launcher:remote (pid 14169) has died.
05-22 10:41:43.658 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 5000ms
05-22 10:41:43.744 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:41:43.744 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:41:43.744 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:41:43.752 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:41:43.752 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:41:43.752 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
